sentence,label
word_293 word_159 word_61 word_147 word_71 word_225,1
word_9 word_129 word_103 word_149 word_30 word_58 word_177 word_31 word_58 word_265 word_23 word_208 word_5 word_165 word_58,1
word_226 word_143 word_34 word_74 word_268 word_97 word_281 word_143 word_107 word_207 word_225,0
word_19 word_274 word_225 word_83 word_124 word_35 word_209 word_139 word_213 word_65 word_273 word_244,0
word_239 word_174 word_3 word_97 word_270 word_228 word_91 word_180,0
word_200 word_169 word_129 word_127 word_9 word_217 word_265 word_5 word_184,1
word_222 word_280 word_72 word_205 word_83 word_47 word_157 word_110 word_217 word_242 word_198,1
word_90 word_149 word_56 word_166 word_185 word_141 word_191 word_83 word_10,1
word_277 word_47 word_229 word_99 word_63 word_98 word_165,0
word_270 word_104 word_283 word_213 word_200,1
word_18 word_203 word_228 word_256 word_187 word_272 word_67 word_280 word_273 word_129 word_85 word_204 word_31,1
word_222 word_298 word_162 word_64 word_178 word_102 word_200 word_268 word_231 word_109 word_65 word_121 word_123,1
word_277 word_142 word_272 word_219 word_161 word_284 word_122 word_258 word_145,0
word_2 word_142 word_210 word_115 word_231 word_165 word_131 word_19 word_176 word_224 word_2 word_150,0
word_168 word_274 word_165 word_125 word_143 word_53 word_211 word_18 word_239 word_40 word_167 word_138,0
word_187 word_284 word_105 word_194 word_175 word_291 word_5 word_102 word_2 word_247 word_196 word_259,0
word_115 word_276 word_277 word_240 word_71 word_219 word_296 word_238 word_273 word_240,0
word_163 word_45 word_235 word_46 word_154 word_146 word_179 word_79 word_205 word_131 word_133 word_109 word_173 word_22,1
word_189 word_272 word_156 word_23 word_66 word_281 word_294 word_275 word_155,1
word_88 word_36 word_116 word_3 word_199 word_206 word_56,0
word_299 word_177 word_102 word_167 word_191 word_198,1
word_268 word_200 word_119 word_113 word_61 word_41,1
word_19 word_5 word_275 word_108 word_268 word_231,1
word_176 word_168 word_245 word_187 word_242 word_172 word_37 word_33 word_195 word_106,0
word_228 word_217 word_138 word_43 word_283 word_83 word_35 word_286,0
word_143 word_233 word_257 word_87 word_62 word_26 word_187 word_243 word_146 word_228,0
word_131 word_37 word_242 word_77 word_178,0
word_249 word_94 word_60 word_49 word_175 word_52 word_129 word_232 word_155,1
word_251 word_48 word_54 word_15 word_9 word_157 word_261 word_104 word_296,0
word_77 word_115 word_147 word_118 word_267 word_127 word_299 word_28 word_161 word_269 word_65 word_162 word_68,0
word_228 word_287 word_264 word_129 word_140 word_237 word_34 word_63 word_171 word_25 word_14,1
word_158 word_199 word_235 word_193 word_139,1
word_114 word_257 word_18 word_78 word_125 word_113 word_31 word_221 word_24 word_282,0
word_67 word_232 word_177 word_167 word_129 word_230 word_124 word_213 word_106 word_289 word_20 word_199,0
word_275 word_198 word_143 word_165 word_265 word_53,0
word_37 word_148 word_91 word_66 word_174 word_254 word_251 word_68 word_291 word_121 word_256 word_289 word_169,0
word_224 word_121 word_100 word_168 word_241 word_123 word_44 word_151 word_269 word_205 word_114 word_162 word_138 word_118,0
word_288 word_212 word_109 word_123 word_225 word_140 word_175 word_279 word_139,1
word_97 word_292 word_261 word_240 word_92 word_11 word_63 word_157,0
word_75 word_4 word_77 word_197 word_227 word_219 word_287 word_118 word_198 word_264 word_40,0
word_17 word_144 word_34 word_98 word_211 word_289 word_212 word_38 word_136 word_89 word_253 word_163 word_290 word_70 word_136,0
word_1 word_1 word_151 word_279 word_226 word_231,1
word_278 word_296 word_175 word_20 word_235,1
word_31 word_27 word_131 word_275 word_220 word_182 word_245 word_94 word_269,1
word_217 word_97 word_47 word_154 word_131 word_159 word_81 word_251 word_74 word_262 word_29,0
word_145 word_56 word_29 word_131 word_146 word_146 word_210 word_10 word_279 word_139 word_214 word_71 word_179 word_98 word_134,0
word_247 word_172 word_230 word_171 word_146,0
word_69 word_211 word_136 word_146 word_38 word_249 word_221 word_257 word_78 word_7,1
word_218 word_56 word_133 word_183 word_122,1
word_86 word_64 word_229 word_261 word_217 word_147 word_213 word_56 word_265 word_145 word_35 word_167 word_253 word_31 word_72,0
word_202 word_90 word_282 word_93 word_255,0
word_113 word_287 word_170 word_154 word_26 word_182 word_210 word_291 word_111 word_170 word_65 word_279 word_252 word_38,0
word_140 word_74 word_273 word_188 word_110 word_218 word_14 word_19 word_206 word_198 word_213 word_232,0
word_7 word_118 word_145 word_110 word_142 word_77 word_18 word_243 word_275,0
word_192 word_17 word_77 word_5 word_183 word_164 word_233 word_258 word_261 word_169 word_296,1
word_157 word_213 word_177 word_185 word_109,1
word_37 word_42 word_244 word_18 word_242 word_155 word_118 word_194 word_73 word_9 word_74 word_298 word_16,1
word_221 word_250 word_139 word_121 word_7,1
word_171 word_141 word_240 word_90 word_6 word_45 word_251 word_259,1
word_187 word_241 word_61 word_226 word_138 word_152 word_10 word_281 word_81 word_145,0
word_251 word_100 word_93 word_53 word_15 word_83 word_205 word_67 word_58 word_44 word_240 word_287 word_162,1
word_155 word_1 word_207 word_297 word_105 word_64 word_148 word_87 word_94 word_48,1
word_244 word_146 word_1 word_242 word_147 word_53 word_105 word_105 word_275 word_286 word_77,1
word_145 word_69 word_1 word_51 word_78 word_259,0
word_62 word_20 word_27 word_198 word_281 word_44 word_97 word_120 word_83,0
word_183 word_87 word_7 word_269 word_141,1
word_128 word_73 word_296 word_41 word_127,0
word_233 word_73 word_5 word_253 word_102 word_52 word_179 word_206 word_228 word_264,1
word_24 word_52 word_116 word_3 word_221 word_91 word_266 word_181 word_267 word_132,0
word_238 word_171 word_40 word_244 word_219 word_245,0
word_186 word_155 word_17 word_243 word_36 word_269 word_285 word_197 word_160 word_72 word_263,1
word_10 word_175 word_233 word_26 word_67 word_21 word_109 word_145 word_280,1
word_156 word_298 word_174 word_125 word_189 word_214 word_94,1
word_239 word_70 word_132 word_82 word_274 word_128,0
word_147 word_245 word_193 word_138 word_116 word_141,1
word_39 word_178 word_188 word_92 word_287 word_239 word_228 word_132 word_176 word_236 word_213 word_152 word_288 word_198 word_43,1
word_41 word_47 word_260 word_26 word_255 word_173 word_53 word_280,1
word_220 word_201 word_78 word_15 word_246 word_231 word_215 word_100 word_168 word_20 word_87 word_107 word_152 word_58,0
word_50 word_265 word_42 word_250 word_107 word_75,1
word_205 word_161 word_291 word_175 word_283 word_116,0
word_107 word_34 word_115 word_278 word_79 word_11 word_96 word_86 word_133 word_163 word_72 word_62,0
word_149 word_165 word_281 word_19 word_220 word_98 word_269 word_278 word_20 word_250 word_257,1
word_103 word_266 word_52 word_120 word_208 word_4,1
word_60 word_233 word_119 word_233 word_45 word_143 word_295 word_124,0
word_184 word_195 word_63 word_6 word_88 word_123 word_124 word_268 word_28 word_220 word_36,0
word_210 word_2 word_17 word_1 word_133 word_166 word_184 word_125 word_192 word_116 word_226 word_181 word_85,0
word_40 word_269 word_84 word_207 word_15 word_46 word_147 word_118 word_61 word_64 word_113 word_186 word_258 word_147 word_25,1
word_147 word_291 word_186 word_89 word_161 word_242 word_265 word_22 word_35 word_179 word_9 word_209 word_123 word_95 word_52,0
word_176 word_252 word_183 word_145 word_115,0
word_72 word_5 word_85 word_136 word_1 word_109,1
word_125 word_119 word_8 word_122 word_1 word_148 word_7 word_239 word_161 word_190 word_70 word_72,1
word_212 word_136 word_237 word_199 word_289 word_117 word_127 word_137 word_209,1
word_6 word_64 word_135 word_222 word_211 word_109 word_230 word_18 word_69,0
word_159 word_10 word_280 word_103 word_281 word_206 word_66 word_220 word_43 word_210 word_36,0
word_56 word_15 word_162 word_287 word_210 word_77,1
word_108 word_17 word_15 word_8 word_233 word_253 word_67 word_1 word_125 word_256 word_177 word_167,1
word_47 word_65 word_104 word_240 word_65 word_246 word_177 word_28 word_162 word_243 word_123 word_160,0
word_278 word_165 word_11 word_296 word_195 word_92 word_107 word_193 word_138 word_28 word_278 word_51 word_117 word_63 word_140,1
word_68 word_207 word_200 word_161 word_244 word_143 word_97,1
word_160 word_188 word_22 word_76 word_229 word_73,0
word_221 word_197 word_80 word_126 word_163 word_44 word_18 word_3 word_153 word_56,0
word_196 word_48 word_63 word_185 word_253 word_54 word_149 word_21,0
word_56 word_286 word_253 word_278 word_62 word_17 word_169 word_113 word_182 word_9 word_62 word_152 word_150 word_250 word_149,1
word_166 word_121 word_274 word_81 word_264 word_221 word_242 word_94,1
word_238 word_19 word_231 word_259 word_274 word_271 word_174 word_100 word_81 word_208 word_118 word_53 word_28,1
word_45 word_193 word_180 word_237 word_91 word_4 word_282 word_6 word_190 word_66 word_100 word_14 word_39 word_289,0
word_165 word_98 word_246 word_17 word_33 word_106 word_149 word_257,0
word_54 word_1 word_25 word_71 word_271 word_289 word_5,0
word_127 word_8 word_95 word_1 word_155 word_47 word_19,1
word_282 word_169 word_86 word_116 word_99 word_249 word_280 word_35 word_158 word_84 word_156,1
word_184 word_173 word_81 word_246 word_4 word_55 word_163 word_279,1
word_257 word_126 word_14 word_149 word_52 word_152 word_183,1
word_190 word_203 word_17 word_23 word_52,0
word_246 word_44 word_91 word_85 word_81 word_260,0
word_49 word_70 word_128 word_211 word_194 word_88 word_148 word_7 word_238 word_127 word_154 word_71 word_261 word_104,1
word_168 word_14 word_296 word_290 word_0 word_226 word_69 word_297 word_297 word_255 word_240 word_31 word_72 word_115,1
word_271 word_201 word_4 word_53 word_101 word_60 word_234 word_12 word_211 word_5 word_274 word_293 word_290 word_67,0
word_148 word_117 word_231 word_269 word_35 word_197 word_100 word_262 word_253 word_96 word_244 word_174,0
word_205 word_235 word_250 word_46 word_296 word_279 word_199 word_75 word_212 word_213 word_223 word_278,0
word_14 word_15 word_114 word_248 word_122 word_30 word_108 word_195 word_108 word_291 word_98 word_263,1
word_112 word_41 word_173 word_235 word_267 word_280,0
word_14 word_196 word_217 word_94 word_252,0
word_154 word_155 word_65 word_296 word_265 word_235 word_179,1
word_249 word_3 word_46 word_13 word_116 word_2,1
word_77 word_62 word_222 word_152 word_154 word_293 word_291 word_159 word_91 word_258 word_143,0
word_161 word_84 word_215 word_24 word_261 word_193 word_64 word_272 word_58 word_296 word_18 word_56,0
word_107 word_148 word_279 word_178 word_277 word_88 word_30 word_261 word_49 word_140 word_30,1
word_148 word_115 word_106 word_178 word_215 word_104,0
word_158 word_148 word_169 word_128 word_286 word_47 word_107 word_4,1
word_261 word_159 word_151 word_265 word_242 word_74 word_275 word_75 word_12 word_46 word_48 word_265,0
word_274 word_110 word_20 word_148 word_85 word_171 word_58 word_298,0
word_214 word_290 word_164 word_126 word_187 word_216 word_200 word_72 word_186 word_124 word_28,0
word_87 word_203 word_292 word_158 word_262 word_79 word_59 word_115 word_231 word_190,1
word_108 word_92 word_155 word_151 word_187 word_74 word_277 word_57 word_176,0
word_25 word_148 word_161 word_142 word_270 word_275 word_262 word_280,1
word_219 word_47 word_269 word_131 word_40 word_211 word_107,1
word_84 word_113 word_224 word_76 word_280 word_88 word_134 word_9 word_23 word_236 word_3 word_19 word_121,0
word_251 word_90 word_260 word_110 word_292 word_154 word_44 word_188 word_265 word_136 word_129 word_141,0
word_180 word_178 word_271 word_204 word_17 word_73 word_222 word_58,0
word_174 word_158 word_122 word_241 word_198 word_49 word_99 word_217 word_67 word_71,1
word_207 word_166 word_255 word_7 word_93 word_281 word_297 word_273 word_6 word_202 word_188 word_274 word_169 word_269 word_221,0
word_231 word_124 word_172 word_58 word_101 word_18 word_69 word_77 word_69,1
word_280 word_216 word_109 word_143 word_36 word_223 word_280 word_91 word_149,0
word_53 word_142 word_238 word_3 word_158 word_66 word_93 word_165 word_63 word_240 word_170 word_213 word_164 word_222 word_159,1
word_237 word_27 word_90 word_107 word_285 word_69 word_37 word_136 word_104 word_161 word_272,1
word_74 word_188 word_171 word_269 word_254 word_102 word_121 word_233 word_15 word_16 word_227,1
word_87 word_71 word_146 word_270 word_92 word_64 word_62 word_271 word_73 word_107 word_72 word_151 word_99,1
word_9 word_256 word_297 word_197 word_235 word_55,1
word_54 word_272 word_292 word_296 word_94 word_195 word_37,1
word_90 word_291 word_243 word_281 word_29 word_62 word_12 word_38 word_37,0
word_148 word_254 word_228 word_149 word_158 word_30 word_173 word_42 word_194 word_245 word_23 word_196 word_225,1
word_203 word_42 word_54 word_92 word_4 word_184,0
word_277 word_212 word_262 word_101 word_171 word_232 word_10 word_240,1
word_118 word_83 word_251 word_146 word_103 word_251,1
word_269 word_81 word_129 word_186 word_190 word_209 word_216 word_113,0
word_89 word_212 word_150 word_99 word_262 word_144 word_107,1
word_265 word_240 word_96 word_83 word_194 word_180 word_298 word_190,0
word_129 word_263 word_58 word_13 word_290,1
word_49 word_106 word_98 word_161 word_21 word_198,0
word_88 word_111 word_145 word_61 word_153 word_137 word_137 word_275 word_193,0
word_218 word_256 word_154 word_150 word_194 word_299 word_109 word_119 word_282 word_88 word_197 word_104 word_179,0
word_86 word_231 word_27 word_283 word_39 word_266 word_69 word_290 word_20,0
word_97 word_159 word_107 word_79 word_163 word_35 word_242 word_2,1
word_96 word_198 word_152 word_151 word_215 word_136 word_262 word_255 word_228 word_298 word_169,1
word_22 word_33 word_169 word_66 word_120 word_228 word_27 word_230 word_221 word_208 word_24 word_167 word_112 word_232,0
word_48 word_151 word_246 word_184 word_162,0
word_260 word_190 word_166 word_233 word_160 word_189 word_210 word_69 word_260 word_277 word_49,1
word_89 word_254 word_57 word_12 word_266 word_13 word_195 word_144 word_255 word_84 word_178 word_155 word_201 word_78,0
word_173 word_54 word_153 word_40 word_199 word_290 word_203 word_4 word_91 word_69,0
word_161 word_90 word_199 word_291 word_299 word_221 word_272 word_231,1
word_296 word_46 word_78 word_179 word_176 word_14 word_4 word_52 word_277,1
word_246 word_76 word_27 word_131 word_166 word_36 word_37 word_74 word_76 word_42 word_117 word_35,0
word_36 word_147 word_38 word_291 word_167 word_108 word_173 word_250 word_275 word_238 word_226 word_297,0
word_201 word_137 word_271 word_47 word_276,1
word_213 word_251 word_207 word_200 word_218 word_257,1
word_264 word_240 word_69 word_5 word_165 word_72 word_177 word_211,0
word_62 word_206 word_257 word_96 word_21 word_214 word_47 word_251 word_245 word_198 word_114 word_273 word_50,0
word_184 word_88 word_101 word_274 word_256 word_189 word_223 word_156 word_118 word_44 word_3 word_218,1
word_15 word_237 word_249 word_69 word_272 word_195 word_148 word_62 word_236 word_196 word_228 word_236 word_165,1
word_12 word_183 word_129 word_292 word_132 word_110 word_280 word_281 word_234 word_94 word_74 word_204,1
word_270 word_141 word_198 word_153 word_118 word_101 word_243 word_62,1
word_177 word_137 word_186 word_274 word_254 word_197 word_290 word_179 word_136 word_214 word_136 word_224 word_196 word_43 word_254,0
word_60 word_36 word_42 word_174 word_4,0
word_60 word_161 word_245 word_276 word_52 word_115 word_80 word_228,1
word_257 word_119 word_27 word_10 word_126 word_237 word_134 word_257 word_63 word_262 word_0 word_258 word_292 word_236,0
word_23 word_47 word_15 word_212 word_140 word_72,0
word_49 word_243 word_147 word_64 word_168 word_215 word_214 word_60 word_57 word_186 word_268 word_157 word_142 word_192 word_272,0
word_168 word_151 word_139 word_205 word_107,1
word_247 word_109 word_62 word_28 word_82 word_200 word_202 word_93 word_62 word_68,1
word_45 word_91 word_2 word_3 word_188 word_275 word_189 word_118 word_136 word_285,1
word_196 word_73 word_151 word_52 word_165 word_84 word_7 word_7,1
word_222 word_9 word_273 word_146 word_92 word_30 word_232 word_135 word_254 word_285 word_65 word_185 word_27 word_176,0
word_153 word_212 word_61 word_155 word_159 word_218 word_25 word_61 word_58 word_128 word_294 word_293 word_151,1
word_294 word_145 word_159 word_149 word_210 word_275 word_151 word_281 word_77 word_1 word_202,0
word_34 word_139 word_121 word_189 word_274 word_201 word_61 word_12 word_247 word_175 word_74 word_104 word_39,1
word_84 word_22 word_93 word_6 word_204 word_19 word_30,1
word_245 word_181 word_108 word_133 word_209 word_57 word_15 word_255 word_15 word_252 word_128 word_108 word_64,1
word_168 word_32 word_58 word_257 word_234,1
word_284 word_43 word_196 word_281 word_276 word_31,0
word_254 word_81 word_259 word_76 word_77 word_251 word_278 word_4 word_65 word_245 word_83,0
word_48 word_223 word_248 word_120 word_291,0
word_197 word_280 word_40 word_26 word_88 word_3,0
word_102 word_179 word_64 word_282 word_114 word_197 word_194 word_225 word_263 word_281,1
word_63 word_29 word_74 word_124 word_138 word_289 word_299 word_175 word_225 word_96 word_284 word_247 word_202 word_143,0
word_168 word_119 word_286 word_154 word_133 word_133 word_287 word_264 word_127 word_21 word_63 word_144,1
word_259 word_6 word_245 word_40 word_50,1
word_141 word_277 word_264 word_20 word_196 word_205 word_203 word_141 word_201 word_247 word_24 word_197 word_260,1
word_70 word_144 word_8 word_231 word_239 word_22 word_50 word_257 word_224,0
word_273 word_242 word_168 word_74 word_291 word_37 word_281 word_71 word_153 word_128 word_180 word_265 word_294 word_83,1
word_123 word_88 word_189 word_186 word_212 word_256,0
word_187 word_29 word_270 word_250 word_225 word_256 word_44 word_298 word_171 word_161 word_33 word_251,1
word_30 word_175 word_233 word_8 word_101 word_160 word_139 word_261 word_267 word_47 word_187 word_44 word_225 word_200,0
word_202 word_239 word_232 word_84 word_292 word_49 word_143 word_11 word_122 word_174 word_215 word_230 word_96 word_248 word_159,0
word_175 word_25 word_136 word_292 word_43 word_76 word_171 word_254 word_204 word_49 word_99 word_203 word_90 word_77,1
word_161 word_296 word_49 word_142 word_32 word_266 word_103 word_248 word_19 word_46,1
word_156 word_69 word_284 word_87 word_198 word_187 word_71 word_231 word_28 word_27 word_69 word_51,1
word_215 word_298 word_142 word_183 word_258 word_147 word_223,0
word_232 word_98 word_30 word_191 word_95,1
word_167 word_295 word_4 word_50 word_136 word_233 word_186 word_209 word_117,0
word_2 word_175 word_284 word_298 word_261 word_272 word_36,0
word_171 word_254 word_290 word_79 word_83 word_139,0
word_94 word_37 word_208 word_56 word_16 word_208 word_22 word_211 word_263 word_138,0
word_19 word_88 word_46 word_248 word_187 word_255 word_22 word_198 word_271,0
word_230 word_68 word_142 word_217 word_283 word_92 word_55 word_20 word_114 word_141,1
word_200 word_14 word_119 word_146 word_184 word_32 word_253 word_281 word_36 word_293 word_130 word_296 word_295,0
word_180 word_46 word_227 word_249 word_52 word_61,1
word_260 word_259 word_39 word_181 word_146 word_234,1
word_191 word_215 word_170 word_98 word_79 word_192 word_115 word_222 word_41 word_139 word_16 word_249 word_225 word_205 word_102,1
word_85 word_208 word_187 word_158 word_153,1
word_293 word_289 word_194 word_158 word_294 word_238 word_4 word_124,1
word_240 word_133 word_209 word_168 word_152 word_74 word_222 word_224 word_99 word_86,1
word_286 word_296 word_92 word_189 word_34 word_56 word_10 word_183,1
word_211 word_247 word_5 word_74 word_163 word_28 word_262 word_23 word_194 word_151 word_136 word_34 word_278 word_24 word_32,1
word_39 word_16 word_3 word_32 word_31 word_257 word_135 word_155 word_42 word_122,1
word_20 word_244 word_143 word_214 word_104 word_48 word_194 word_49 word_217 word_205,0
word_193 word_102 word_63 word_6 word_82,0
word_159 word_139 word_25 word_275 word_68 word_117 word_290 word_61 word_249 word_282 word_58 word_67 word_213 word_50,0
word_70 word_54 word_218 word_79 word_31 word_31 word_231 word_189 word_122,1
word_137 word_183 word_39 word_112 word_87 word_102 word_133 word_12 word_197 word_79,1
word_41 word_138 word_141 word_171 word_12 word_129 word_29 word_217,0
word_161 word_84 word_190 word_58 word_72 word_279 word_47 word_59 word_246 word_74,0
word_14 word_138 word_4 word_76 word_48 word_172,1
word_0 word_133 word_100 word_202 word_269 word_81,1
word_196 word_235 word_282 word_38 word_94 word_264 word_59 word_128 word_131 word_166,0
word_218 word_19 word_265 word_56 word_51 word_211 word_168 word_108 word_215 word_182,0
word_100 word_146 word_175 word_191 word_211 word_2 word_133 word_199 word_2 word_135 word_5 word_214 word_10 word_74 word_247,1
word_150 word_127 word_116 word_61 word_164 word_40 word_92 word_247 word_2 word_251 word_114 word_91 word_85,0
word_139 word_5 word_192 word_244 word_198 word_76 word_35 word_139 word_94 word_170 word_49 word_9,1
word_164 word_246 word_221 word_53 word_212 word_91 word_155 word_239 word_61 word_90 word_221 word_231,0
word_100 word_74 word_90 word_249 word_102,0
word_192 word_1 word_273 word_279 word_65 word_4,0
word_71 word_40 word_152 word_96 word_67 word_135 word_13 word_297 word_135 word_296 word_248 word_276 word_240 word_40,1
word_145 word_174 word_162 word_105 word_14 word_98 word_41 word_268 word_147 word_243 word_87,1
word_295 word_183 word_195 word_237 word_154 word_17 word_211 word_227 word_170 word_218 word_117,0
word_67 word_69 word_219 word_294 word_199 word_59 word_148 word_186 word_276 word_9,0
word_283 word_65 word_49 word_239 word_53 word_40 word_284 word_264,0
word_204 word_160 word_273 word_162 word_185 word_279 word_75 word_242 word_203 word_96 word_91 word_99 word_260,1
word_219 word_193 word_169 word_14 word_94 word_143 word_62,1
word_143 word_240 word_231 word_93 word_216 word_39 word_142 word_36 word_151 word_91 word_264,1
word_205 word_262 word_138 word_57 word_230 word_207 word_127 word_66 word_206 word_95 word_143 word_92,0
word_49 word_205 word_190 word_70 word_265 word_198 word_255 word_45 word_40 word_258 word_170 word_157 word_52,1
word_154 word_131 word_261 word_285 word_138,1
word_168 word_213 word_111 word_239 word_264 word_234,0
word_146 word_222 word_294 word_184 word_199 word_243 word_51 word_251 word_146 word_241 word_276,0
word_190 word_266 word_240 word_268 word_198 word_252 word_193 word_295 word_265 word_280 word_125 word_7 word_174 word_106 word_220,1
word_33 word_294 word_77 word_134 word_26 word_64 word_94 word_7 word_229 word_129 word_128 word_237 word_191,0
word_227 word_98 word_4 word_65 word_100 word_204 word_98 word_20 word_2 word_211 word_199 word_161 word_275 word_161,0
word_266 word_257 word_62 word_31 word_176 word_146,1
word_66 word_109 word_43 word_158 word_53 word_20 word_292 word_148 word_255 word_279 word_34 word_238 word_19,1
word_259 word_105 word_288 word_232 word_287 word_129 word_112 word_277 word_189 word_100,1
word_74 word_99 word_156 word_200 word_40 word_197 word_270 word_24 word_221 word_224 word_56,0
word_168 word_180 word_171 word_220 word_28 word_267 word_152 word_185 word_237 word_94,0
word_185 word_78 word_258 word_208 word_238 word_176 word_40 word_293 word_109,1
word_246 word_273 word_24 word_30 word_156 word_229 word_158 word_192 word_47 word_267 word_160 word_0 word_195,1
word_5 word_299 word_152 word_99 word_270 word_54 word_169 word_5 word_50 word_5 word_42 word_88 word_138 word_91,1
word_80 word_178 word_8 word_68 word_54 word_286 word_263 word_215 word_78,1
word_73 word_76 word_150 word_272 word_272 word_108 word_259 word_279,1
word_226 word_102 word_231 word_151 word_111 word_215 word_125 word_22 word_66 word_91 word_211 word_172 word_132,0
word_29 word_73 word_156 word_209 word_281,0
word_98 word_219 word_151 word_134 word_37 word_60 word_249,1
word_25 word_133 word_48 word_54 word_262 word_41 word_17 word_274 word_275 word_284 word_76 word_230,0
word_265 word_24 word_164 word_67 word_19 word_50 word_239,1
word_96 word_165 word_123 word_199 word_124 word_54 word_231 word_217 word_251,0
word_293 word_29 word_80 word_296 word_140 word_96 word_252 word_222 word_52,1
word_15 word_240 word_135 word_258 word_113 word_181 word_31 word_89 word_197 word_77 word_218 word_268 word_184,0
word_157 word_56 word_111 word_196 word_205,0
word_27 word_124 word_12 word_2 word_143 word_179 word_100 word_56 word_192 word_1 word_24 word_168 word_55,0
word_148 word_77 word_121 word_191 word_253 word_105 word_12 word_111 word_56 word_79 word_26 word_68 word_230 word_254,0
word_26 word_131 word_41 word_63 word_216 word_277 word_89 word_108 word_273 word_299 word_140 word_123 word_116 word_183 word_145,1
word_254 word_11 word_99 word_78 word_9 word_170 word_77,0
word_92 word_263 word_245 word_82 word_202,1
word_265 word_57 word_176 word_51 word_11 word_28 word_64 word_165 word_253 word_92 word_92 word_128 word_241,0
word_210 word_214 word_165 word_61 word_207 word_178 word_25 word_253,1
word_64 word_251 word_264 word_102 word_247 word_69 word_106 word_184 word_26 word_258 word_118 word_172,0
word_56 word_91 word_74 word_208 word_119 word_153 word_11 word_200 word_1 word_133 word_247 word_212 word_236,1
word_270 word_241 word_135 word_256 word_95 word_149 word_202 word_89,1
word_54 word_54 word_61 word_22 word_119 word_288 word_244,1
word_84 word_155 word_288 word_109 word_141,0
word_106 word_235 word_54 word_4 word_93 word_211 word_149 word_242 word_44 word_156 word_63,1
word_233 word_229 word_63 word_104 word_28 word_89 word_209 word_269,1
word_154 word_157 word_91 word_16 word_146 word_175 word_67,1
word_31 word_262 word_169 word_282 word_132 word_183 word_202 word_286 word_37 word_241,1
word_5 word_186 word_101 word_253 word_61 word_208 word_150 word_36 word_188 word_232,0
word_46 word_114 word_38 word_259 word_246 word_110 word_140,0
word_68 word_245 word_202 word_280 word_141 word_169 word_29 word_45 word_93 word_140 word_267 word_291 word_215 word_81 word_195,0
word_248 word_216 word_154 word_287 word_99 word_154 word_14 word_176 word_206 word_141,0
word_72 word_10 word_252 word_289 word_212 word_41,0
word_45 word_281 word_201 word_97 word_131 word_186 word_88 word_123 word_238 word_214 word_240 word_132 word_281,1
word_61 word_228 word_268 word_283 word_82 word_284 word_232 word_83 word_138 word_77 word_6 word_268,1
word_80 word_253 word_141 word_257 word_51 word_269 word_234 word_100 word_112 word_68,0
word_29 word_122 word_288 word_274 word_201 word_196 word_152 word_242 word_228 word_235 word_239 word_122 word_123 word_283,1
word_11 word_35 word_262 word_263 word_169 word_120 word_105 word_191 word_50 word_274 word_158 word_39 word_56,0
word_194 word_168 word_40 word_249 word_133,0
word_140 word_108 word_299 word_130 word_117 word_287 word_252 word_122 word_235 word_162 word_224 word_202 word_85 word_267,0
word_53 word_202 word_143 word_298 word_154 word_131 word_78 word_183 word_34 word_61 word_78 word_256 word_139,0
word_197 word_64 word_254 word_214 word_221 word_62 word_180 word_119 word_263 word_196 word_98 word_51 word_229 word_295 word_181,0
word_131 word_18 word_166 word_184 word_109 word_93 word_109 word_4 word_32 word_160 word_215,1
word_288 word_279 word_107 word_141 word_197 word_204 word_155 word_70 word_32 word_150 word_66 word_211,0
word_284 word_188 word_38 word_186 word_284 word_265 word_192 word_111 word_31 word_88 word_121 word_232 word_147 word_133,1
word_29 word_299 word_133 word_127 word_109 word_172 word_166 word_271,0
word_169 word_73 word_276 word_261 word_269 word_82 word_251 word_238 word_68 word_68 word_50 word_194 word_130 word_269 word_143,1
word_116 word_3 word_165 word_37 word_30 word_251 word_198 word_42 word_221 word_100 word_272 word_278 word_251 word_7 word_100,1
word_89 word_20 word_1 word_63 word_196 word_3 word_291 word_83 word_143 word_209 word_287 word_166 word_110 word_271 word_236,0
word_270 word_68 word_71 word_111 word_150 word_180 word_283 word_149 word_188 word_99 word_109,1
word_135 word_157 word_97 word_255 word_81 word_286 word_117 word_137 word_201 word_239 word_164 word_163 word_21 word_286 word_40,1
word_122 word_291 word_219 word_285 word_241 word_14 word_292 word_192 word_93 word_187,1
word_269 word_156 word_21 word_39 word_281 word_28 word_146 word_238 word_178 word_52 word_273 word_113 word_192,0
word_95 word_158 word_121 word_52 word_8 word_206 word_128 word_5 word_280 word_199 word_170 word_204 word_64,1
word_146 word_104 word_13 word_190 word_23 word_151 word_94 word_101 word_122 word_222 word_44 word_24 word_106,1
word_205 word_70 word_298 word_57 word_118 word_250 word_42 word_143 word_173 word_176 word_24 word_219,1
word_25 word_283 word_210 word_49 word_111 word_261 word_274 word_143 word_158 word_231 word_197,0
word_183 word_28 word_138 word_61 word_60 word_200 word_3 word_93 word_52 word_230 word_229 word_78 word_60 word_254,1
word_255 word_55 word_242 word_90 word_94 word_46 word_183,0
word_286 word_139 word_29 word_85 word_169 word_45,0
word_288 word_270 word_278 word_291 word_298 word_109 word_114 word_288 word_147 word_18 word_254,1
word_3 word_200 word_40 word_295 word_96 word_257 word_254 word_172 word_11 word_97 word_211,1
word_141 word_126 word_88 word_193 word_115 word_107 word_108 word_59 word_186 word_253 word_286 word_228,1
